n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
318|0|car-insurance|dataset|2022-09-09|תעריפי מכרז ביטוח רכב לעובדי מדינה|mof|No|Day|2|3|--|alonsh@mof.gov.il|משרד האוצר|other-open|אחר (פתוח)|במאגר זה תוכלו למצוא תעריפים עבור כל שנת דגם של החברות הזוכות במכרז ביטוח רכב לעובדי מדינה לשנים 2017 ו-2018
319|0|cell_subbasin|dataset|2022-04-07|רשימת תאי דיווח|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|רשימת תאי דיווח בתת אגן ואגן הידרולוגי
320|0|cemeteries|dataset|2020-06-11|בתי עלמין|israel_mapping_center|No|NA|1|2|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||שכבת בית עלמין
321|0|central-database-of-cbs|dataset|2020-06-11|מאגר הנתונים המרכזי של הלמ"ס|lamas|No|NA|5|2|--|sarip@cbs.gov.il|הלשכה המרכזית לסטטיסטיקה|||
322|2|certificate-list-of-line-equipment|dataset|2021-09-01|רשימת ציוד קצה קווי מאושר על ידי משרד התקשורת|tikshoret|No|NA|1|5|--|baskisy@moc.gov.il|משרד התקשורת|cc-by|Creative Commons Attribution|נושא זה קשור לשירות קבלת אישור ייבוא לציוד תקשורת קווי  - רשימת ציוד שאושרה על ידי משרד התקשורת.למידע נוסף על שירות אישור יבוא לציוד תקשורת קווי - באתר משרד התקשורת:https://www.gov.il/he/service/request-approval-import-for-wireline-communication-equipment
323|0|cf-output|dataset|2022-09-09|תחזית חצי-יומית למזהמי אוויר|ministry_of_the_environment|No|Times in day|1|6|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|other-open|אחר (פתוח)|תחזית יומית למזהמי אוויר המופקת על ידי מודל CHIMERE של המשרד להגנת הסביבה. התחזית כוללת מספר מזהמי אוויר ומופקת ליומיים קדימה (שישים שעות). הקובץ מתעדכן פעמיים או שלוש ביום.
324|0|chiller|dataset|2022-07-24|בוחני נצילות אנרגטית ליחידות קירור|energy_and_water|No|NotConstant|1|2|--|yasmins@energy.gov.il|משרד האנרגיה |cc-by|Creative Commons Attribution|על פי תקנות מקורות אנרגיה (יעילות אנרגטית מזערית ומדידה תקופתית של יחידת קירור מים), תשע"ג-2013, צרכן שבבעלותו יחידת קירור מים בעלת תפוקה של 100 טונות קירור לפחות (צ'ילר), חייב לערוך בדיקת יעילות אנרגטית של היחידה, אחת ל-3 שנים לכל הפחות, באמצעות בוחן מוסמך.
325|0|chiyuvim|dataset|2022-08-07|הכנסות וגבייה משרד המשפטים|ministry_of_justice|No|Quarter|9|1|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|כלל התקבולים והחיובים של משרד המשפטים
326|0|chovotpirsum_iriot|dataset|2022-08-07|היחידה הממשלתית לחופש המידע-חובות הפרסום באתרי האינטרנט של הרשויות המקומיות-עיריות|ministry_of_justice|No|NA|1|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|המאגר מכיל את חובות הפרסום באתרי הרשויות המקומיות-עיריות,וזאת מכוח חוק חופש המידע ומכוח הוראות דין אחרות.
327|0|chovotpirsum_moatzotezoriyot_kavyark|dataset|2022-08-07|היחידה הממשלתית לחופש המידע-חובות הפרסום באתרי הרשויות המקומיות-מועצות אזוריות מעבר לקו הירוק|ministry_of_justice|No|NA|1|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|מאגר המכיל את חובות הפרסום באתרי הרשויות המקומיות-מועצות אזוריות מעבר לקו הירוק,וזאת מכוח חוק חופש המידע ומכוח הוראות דין אחרות.
328|0|chovotpirsum_moatzotezoryot|dataset|2022-08-07|היחידה הממשלתית לחופש המידע-חובות הפרסום באתרי הרשויות המקומיות-מועצות אזוריות|ministry_of_justice|No|NA|1|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|המאגר מכיל את חובות הפרסום באתרי הרשויות המקומיות-מועצות אזוריות,וזאת מכוח חוק חופש המידע ומכוח הוראות דין אחרות.
329|0|chovotpirsum_moatzotmekomyot|dataset|2022-08-07|היחידה הממשלתית לחופש המידע-חובות הפרסום באתרי האינטרנט של הרשויות המקומיות-מועצות מקומיות|ministry_of_justice|No|NA|1|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|המאגר מכיל את חובות הפרסום באתרי הרשויות המקומיות-מועצות מקומיות,וזאת מכוח חוק חופש המידע ומכוח הוראות דין אחרות.
330|0|chovotpirsum_moatzotmekomyotkavyarok|dataset|2022-08-07|היחידה הממשלתית לחופש המידע-חובות הפרסום באתרי הרשויות המקומיות-מועצות מקומיות מעבר לקו הירוק|ministry_of_justice|No|NA|1|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|המאגר מכיל את חובות הפרסום באתרי הרשויות המקומיות-מועצות מקומיות מעבר לקו הירוק,וזאת מכוח חוק חופש המידע ומכוח הוראות דין אחרות.
331|0|chovotpirsum_vaadamekomitletichnunuvnia|dataset|2022-08-07|היחידה הממשלתית לחופש המידע-חובות הפרסום באתרי הרשויות המקומיות-ועדה מקומית לתכנון ובניה בעירייה|ministry_of_justice|No|NA|1|0|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|מאגר המכיל את חובות הפרסום באתרי הרשויות המקומיות-ועדה מקומית לתכנון ובניה בעירייה,וזאת מכוח חוק חופש המידע ומכוח הוראות דין אחרות.
332|0|citiesandsettelments|dataset|2022-09-04|רשימת ישובים בישראל|population_authority|No|Week|22|2|--|LiorSh@piba.gov.il|רשות האוכלוסין וההגירה|other-open|אחר (פתוח)|רשות האוכלוסין וההגירה מפרסמת מידי תקופה רשימת ישובים לשימוש חופשי של הציבור.
333|0|cleanasbestos|dataset|2020-06-11|פרויקט ניקוי קרקעות מאסבסט פריך בגליל המערבי|ministry_of_the_environment|No|NA|1|2|--|monab@sviva.gov.il|המשרד להגנת הסביבה|||בשכבה זו מוצגים נתוני הפרויקט שביצע המשרד להגנת הסביבה בין השנים 2011-2017. עבודות הניקוי מתייחסת לשטח שנוקה בלבד בהתאם למפת מדידה לאחר ביצוע, ולא לגוש /חלקה בכללותו. במקרה שנדרש מידע מפורט, ניתן לפנות את המשרד להגנת הסביבה בדוא"ל asbest@sviva.gov.il ולציין את שם האתר והמידע המבוקש לגביו (בשכבה זו אין מידע לגבי עבודות לפינוי אסבסט מהקרקע שבוצעו שלא במסגרת הפרויקט).מקור השכבה: המשרד להגנת הסביבה, מסמכים שהוגשו למשרד על ידי גורמים הביצוע שעסקו בפרויקט הניקוי
334|0|cleanliness|dataset|2022-07-13|מדידות הניקיון במרחב הציבורי|ministry_of_the_environment|Yes|NotConstant|4|2|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|other-open|Other (Open)|המשרד להגנת הסביבה פועל לשינוי התנהגות הציבור במרחב הציבורי במטרה להביא את תושבי המדינה לקחת אחריות על הפסולת שהם מייצרים ולייצר שינוי בנושא.במטרה להפעיל תוכניות התערבות מבוססות נתונים פיתוח המשרד להגנת הסביבה מדד לבדיקת רמת הניקיון במרחב הציבורי.המרחב העירוני חולק ל- 7 אזורים המאפיינים את הפעילות העירונית (רחוב מגורים, רחוב מסחרי, מרכז מסחרי, פארק – פנאי ונופש, אזור תעשייה, מבני ציבור וחוף ים).המדד כולל:1. תשתיות - התרשמות כללית של הסוקרים מנקודת המדידה, תיעוד של מצב התשתיות בנקודות המדידה (אבני שפה, מדרכות, מעקות וכד'), תיעוד של מספר, נפח ומפלס הפסולת בכלי האצירה השונים.2. התנהגות – תצפיות על התנהגות אנשים עם פריטי לכלוך במרחב הציבורי – האם ההתנהגות שנצפתה חיובית או שלילית, טווח הגילאים והמגדר של התושבים שנצפו והיגדים בדבר אופן ההתנהגות עם פריטי הלכלוך.3. פריטי לכלוך – הסוקרים אספו ותעדו את פריטי הלכלוך מנקודות המדידה השונות ומיינו אותם לכ- 20 קטגוריות.המשרד פרסם קול קורא לרשויות בדירוג חברתי-כלכלי 1-5 לביצוע המדידות על פי המדד ובניית תוכניות התערבות, מבוססות נתונים לשינוי התנהגות התושבים במרחב הציבורי העירוני.
335|0|coast-sensitivity|dataset|2020-06-11|רגישות חופי הים לזיהומי שמן|ministry_of_the_environment|No|NA|1|5|--|pniot@sviva.gov.il|המשרד להגנת הסביבה|||רגישות חופי הים לזיהומי שמן
336|0|companiespersonscleansing20200|dataset|2022-08-07|רשימת החברות בהן בוצע תיקון מחשובי לבעלי התפקידים בהם|ministry_of_justice|No|NA|1|2|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|Other (Open)|במסגרת תהליכי טיוב נתוני בעלי תפקידים ובכללן בעלי מניות ודירקטורים שנקלטו למערכת ללא בדיקה מול מרשם האוכלוסין, בוצעו תיקונים בשמות ו/או במספרי תעודות זהות של בעלי התפקידים בחברות.הקובץ הבא מכיל את רשימת כל החברות הרשומות במרשם שמנהל רשם החברות בהן נעשה תיקון מסוג זה במסגרת הליך הטיוב. הקובץ כולל את מספר התאגיד, סוג התפקיד שטוייב, ומהות השינוי.
337|0|cong_tax_rings|dataset|2021-12-05|טבעות סל גודש|ministry_of_transport|Yes|NotConstant|4|4|--|GOLDO@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|גבולות מתוכננים לטבעות חיוב מס גודש באיזור מטרופולין גוש דן
338|0|construction_equipment|dataset|2022-09-09|כלי צמ"ה (ציוד מכני הנדסי)|ministry_of_transport|No|Day|1|4|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מכיל פרטיים טכניים אודות כלי הצמ"ה הפעילים: מספר כלי, מספר שילדה, קוד תוצר שילדה, שם תוצר שילדה, שנת ייצור, קוד סוג צמ"ה, סוג צמ"ה, קוד הנעה, סוג הנעה, תאריך רישום הכלי בישראל, הספק מנוע ומשקל עצמי
339|0|contaminated_land_tlv|dataset|2020-06-11|שיקום קרקעות מזוהמות - מחוז ת"א|ministry_of_the_environment|No|NA|1|2|--|alexey@sviva.gov.il|המשרד להגנת הסביבה|cc-by|Creative Commons Attribution|מאגר זה מכיל מידע ונתונים אודות שיקום קרקעות מזוהמות אשר התבצע במחוז ת"א משנת 1995 ועד 2016.
340|0|contaminatedterrains|dataset|2022-09-08|קרקעות מזוהמות|ministry_of_the_environment|Yes|Quarter|1|2|--|soilinfo@sviva.gov.il|המשרד להגנת הסביבה|other-open|אחר (פתוח)|המאגר מכיל מידע בנוגע לאתרים של קרקעות מזוהמות. המידע משרת את הציבור בהכרת מוקדי הזיהום השונים המצויים במדינת ישראל למטרות שונות: למשל, גורמי מקצוע בתחום הפיננסי\ עולם השמאות  - כמידע לטובת גידור הסיכון, חברות ייעוץ  - כחומר רקע לטובת גיבוש סקרים, ולמטרות רבות ונוספות.  המידע הקיים מכיל מידע כללי אודות פעילות האתר, המצב המנהלי שהאתר מצוי בו מבחינת חקירת ושיקום הקרקע, מועדי העדכון ומידע בנוגע להמצאות גזי קרקע ומי תהום. אין מידע פרטני בנוגע לרמות הזיהום.
