n|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
266|autism-schools|dataset|2023-03-21|מסגרות לימוד לילדים על פני רצף האוטיזם|ministry-health|No|NotConstant|1|4|--|Call.Habriut@MOH.GOV.IL|משרד הבריאות|other-open|Other (Open)|רשימת מסגרות לימוד ברחבי הארץ המיועדות לילדים הנמצאים על פני הרצף האוטיסטי.
267|automated-devices|dataset|2024-10-01|מכשירים אוטומטיים|bank_israel|No|Day|2|4|--|support@boi.gov.il|בנק ישראל|other-open|אחר (פתוח)|המידע מוצג ככלי עזר לציבור, והאחריות לתוקפו על התאגידים הבנקאיים בלבד
268|average-salary|dataset|2023-03-21|שכר ממוצע במשק|social_security|No|NA|1|3|--|cochava@nioi.gov.il|המוסד לביטוח לאומי|||שכר ממוצע לפי סעיפים 1 ו-2 מאז שנת 1973 ועד היום
269|avian-influenza-events|dataset|2024-09-25|אירועי שפעת העופות|ministry_of_agriculture|No|NotConstant|1|1|--|netaor@moag.gov.il|משרד החקלאות ובטחון המזון|other-open|אחר (פתוח)|מאגר זה מציג נתונים על מקרי שפעת העופות בישראל
270|ayalontrafficcounts|dataset|2023-03-21|ספירות תנועה תקופתיות בדרך 20 (נתיבי איילון)|ministry_of_transport|Yes|Year|4|2|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|ספירות התנועה מודדות את סה"כ היקף התנועה ברמפות ובדרך העיקרית בדרך מס' 20 - נתיבי איילון.   הספירות מתבצעות באופן תקופתי במשך שבוע ימים לכל כיוון, בהפרדה לפי רבעי שעה. ספירות תנועה במתכונת זו בוצעו ב-2019, וב-2021.  הספירות מועברות ללמ"ס, כדי שיכללו בסל ספירות התנועה לאומי.
271|azakamaaleadumim|dataset|2023-03-21|צופרי אזעקה|maaleedumim|No|Year|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|Other (Open)|רשימת צופרי אזעקה במעלה אודמים
272|bakashot_cpc|dataset|2024-10-04|סיווגי CPC לבקשות פטנט|ministry_of_justice|No|Day|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|סיווגי CPC בבקשות לרישום פטנט בישראל
273|bakashot_ipc|dataset|2024-10-04|סיווגי IPC לבקשות פטנט|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|סיווגי IPC בבקשות לרישום פטנט בישראל
274|bakashot_patents|dataset|2024-10-04|בקשות לפטנטים|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|בקשות שהוגשו להגנה ישראלית על פטנט, ומותרים לפרסום
275|banks|dataset|2023-03-21|תאגידים בנקאיים|bank_israel|No|NA|4|1||support@boi.gov.il|בנק ישראל|||תאגידים בנקאיים
276|basic_domes|dataset|2024-03-17|כמות מוכרת לבעלי רישיון אספקה החל משנת 2018|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|כמות מוכרת לבית הקבועה בחוק הינה 3.5 מ"ק לנפש לחודש.ברישיונות אספקה מצויינת כמות המים שעל הספק לספק לצרכניו.הנתונים המוצגים במאגר זה מתייחסים לכמות מוכרת משנת 2018 ואילך
277|batei-esek|dataset|2024-10-04|סחר, יבוא וייצור מוצרי תעבורה|ministry_of_transport|No|Day|1|3|--|webmaster@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מאגר בתי מסחר ומפעלים לחלקי חילוף, יבואני חלקי חילוף ואביזרים לרכב, יצרני מרכבים ויצרני גרורים.
278|beach|dataset|2023-05-16|חופים ותחנות הצלה|interior_affairs|No|NotConstant|1|5|--|drored@moin.gov.il|משרד הפנים|other-open|Other (Open)|פירוט חופים ותחנות הצלה לפי מחוז, ים, וגוף מוניציפלי. כולל סוגי חופים ונתוני חופים - אורך, רוחב ונ.צ. לכל תחנה.
279|beer-sheva-municipality-budget-7|dataset|2024-04-14|תקציב עיריית באר-שבע|beer-sheva|No|Year|20|1|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|תקציב עיריית באר שבע, מספר חשבון, שם חשבון, מספר מחלקה, נתוני ביצוע והצעת תקציב.
280|beneficiary_recipients|dataset|2024-05-16|מקבלי הטבה לפי ספק|water_authority|No|NotConstant|2|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|בשנת 2012 החליטה ועדת הכספים של הכנסת על מתן כפל הטבה של הכמות המוכרת לפי תעריף מים נמוך. ההטבה ניתנת לזכאים המדווחים על ידי 3 גופים:1. ביטוח הלאומי2. משרד האוצר - ניצולי שואה3. משרד הביטחון.הוקמה מערכת ייעודית ממוחשבת לצורך ביצוע מתן ההטבה מול ספקי המים, כאשר אחת לחודש מתקבל מ-3 הגופים הנ"ל קובץ נתונים עדכני, אשר כולל את מספר הזכאים שמקבלים הטבה נכון לאותו חודש. מטרת המערכת לעדכן ולפצל מידי חודש, את רשימת הצרכנים הזכאים (שפרטיהם מתקבלים מהביטוח הלאומי, הרשות לניצולי השואה וממשרד הביטחון), בין כ-1000 ספקי מים, כדי שהספקים יאתרו את הצרכנים הזכאים שבתחומם.הדוח המוצג כאן מפרט את מספר הזכאים לכל ספק מים, נכון ליום הפקת הדוח, בהתאם לגוף בו הוא רשום כמקבל הטבה. ספקי המים נדרשים לעדכן את נתוני הזכאות במערכות המידע שלהם, לספק את ההטבה באופן שוטף לצרכנים הזכאים ולדווח במערכת הייעודית את הכמויות שסופקו לזכאים.
281|bgv|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון בית גוברין|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
282|bichildrengrowth2016|dataset|2023-03-21|נתוני הערכת גדילה של תלמידים בישראל - משרד הבריאות|ministry-health|No|NA|1|6|--|eszter.somos@moh.gov.il|משרד הבריאות|||סיכום מדדי גדילה שבוצעו בבתי ספר ע"י אחיות בריאות הציבור לתלמידי כיתות א' ו-ז' בישראל.מידע נוסף באתר משרד הבריאות: https://www.health.gov.il/Subjects/KidsAndMatures/school/Pages/BI.aspx
283|bicycle_jer_2019|dataset|2024-08-01|שבילי אופניים בירושלים|ministry_of_transport|No|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|שבילי אופניים של עיריית ירושלים
284|bicycles-parking-br7|dataset|2024-04-14|מתקני עגינת אופניים בבאר-שבע|beer-sheva|No|NotConstant|15|1|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|סימון נקודתי של מתקני עגינת האופניים הפזורים ברחבי העיר, כתובת המתקן, כמות העמדות עם וללא סימון. סכימת שני סוגי העמדות בכל נקודה מהווה את מספר העמדות הכולל במתקן זה.
285|bicycle_track-br7|dataset|2024-04-14|שבילי אופניים|beer-sheva|No|Quarter|15|3|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|שבילי אופניים בעיר באר שבע
286|bike_mahirlair|dataset|2023-03-21|אופניים - מהיר לעיר|ministry_of_transport|No|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|שבילי אופניים במסגרת פרויקט מהיר לעיר (נתיבי העדפה).
287|bike_net_center|dataset|2024-08-01|רשת רכיבה מחוז מרכז|ministry_of_transport|No|NotConstant|4|8|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|רשת מתוכננת לרכיבה על כלי רכב לא ממונעים (אופניים, קורקינט וכו') עבור מחוז מרכז
288|bike_net_tlv|dataset|2024-08-01|רשת רכיבה מחוז תל אביב|ministry_of_transport|No|NotConstant|5|5|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|רשת מתוכננת לרכיבה על כלי רכב לא ממונעים (אופניים, קורקינט וכו) עבור מחוז תל אביב
289|bilateral-communications-agreements|dataset|2024-03-27|הסכמי תקשורת בילטרליים עם מדינות|tikshoret|No|NotConstant|2|2|--|vizanm@moc.gov.il|משרד התקשורת|other-open|אחר (פתוח)|אמנות אלו מכילות התחייבויות כלליות בתחום הבזק והדואר האמנה הדו-צדדית משמשת בסיס להתפתחות היחסים ושיתוף הפעולה בתחום הבזק בין ישראל למדינה עימה נכרתה האמנה תוכן האמנות מסוג זה הינו לרוב הצהרתי הסוגיות המוסדרות באמנה אינן בגדר "רשימה סגורה", וניתן להוסיף על האמנה ולפרט בה נושאים.
290|birth-data|dataset|2024-03-20|מאגר לידות חי|ministry-health|No|NoUpdate|3|5|--|birth_data@moh.gov.il|משרד הבריאות|other-open|אחר (פתוח)|מאגר לידות חי הוא המקור הרשמי המכיל תיעוד של כל לידות החי שאירעו בישראל.בפרויקט פיילוט זה, אנו מפרסמים לראשונה קובץ נתונים לשנת 2014 שהופק על ידי שיטות התממה מתקדמות. על מנת לשפר את פרסום הנתונים בעתיד, חשוב לנו לקבל הערות ושאלות מהציבור בכתובת birth_data@moh.gov.il.
291|bitzua_bus_trip|dataset|2024-08-10|תכנון מול ביצוע נסיעות אוטובוסים ברמת נסיעה בודדת|ministry_of_transport|No|Month|1|3|--|bidata@mot.gov.il|משרד התחבורה והבטיחות בדרכים|other-open|אחר (פתוח)|מאגר זה מציג את תכנון הנסיעות של האוטובוסים בתחבורה הציבורית ואת הנסיעות שבוצעו בפועל ברמת נסיעה בודדת
292|bod|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון בארות עודד|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
293|bor|dataset|2023-03-21|תצלום אויר 2015 2 מטר - גליון באר אורה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
294|bor_depth|dataset|2024-03-17|עומק בקידוחים|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|עומק בקידוחים.
295|bord-tazar|dataset|2024-09-15|גבולות תצ"ר|israel_mapping_center|No|Month|2|0|--|vered@mapi.gov.il|המרכז למיפוי ישראל|other-open|אחר (פתוח)|1.השימוש בנתונים באחריות המשתמש בלבד. 2.המידע מהבנק"ל אינו מהווה אסמכתה לשחזור גבולות של גושים וחלקות כמפורט בתקנות המדידות (מדידות ומיפוי), תשע''ו-2016 ובהנחיות המנהל, פעולה המותרת למודדים מוסמכים בעלי רישיון מדידה בתוקף בלבד. 3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.4.גבולות תצ"ר מכילות רק תצ"ר שאושרו מתחילת שנות ה 2000 ועד היום. כל עוד הסטטוס הוא לא סופי אז עשויים להיות שינויים כלשהם בפוליגון.
