n|j|name|type|date|title|org|geo|freq|resources|tags|author|email|orgh|licID|lictitle|notes
257|0|ayalontrafficcounts|dataset|2022-09-01|ספירות תנועה תקופתיות בדרך 20 (נתיבי איילון)|ministry_of_transport|Yes|Year|4|2|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|ספירות התנועה מודדות את סה"כ היקף התנועה ברמפות ובדרך העיקרית בדרך מס' 20 - נתיבי איילון.   הספירות מתבצעות באופן תקופתי במשך שבוע ימים לכל כיוון, בהפרדה לפי רבעי שעה. ספירות תנועה במתכונת זו בוצעו ב-2019, וב-2021.  הספירות מועברות ללמ"ס, כדי שיכללו בסל ספירות התנועה לאומי.
258|0|azakamaaleadumim|dataset|2023-02-09|צופרי אזעקה|maaleedumim|No|Year|1|3|--|mokdan@mam.org.il|עיריית מעלה אדומים|other-open|אחר (פתוח)|רשימת צופרי אזעקה במעלה אודמים
259|0|bakashot_cpc|dataset|2023-03-24|סיווגי CPC לבקשות פטנט|ministry_of_justice|No|Day|2|2|--|yehudakat@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|סיווגי CPC בבקשות לרישום פטנט בישראל
260|1|bakashot_ipc|dataset|2023-03-24|סיווגי IPC לבקשות פטנט|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|סיווגי IPC בבקשות לרישום פטנט בישראל
261|5|bakashot_patents|dataset|2023-03-24|בקשות לפטנטים|ministry_of_justice|No|Day|2|1|--|yehudakat@justice.gov.il|משרד המשפטים|other-open|אחר (פתוח)|בקשות שהוגשו להגנה ישראלית על פטנט, ומותרים לפרסום
263|0|basic_domes|dataset|2023-03-01|כמות מוכרת לבעלי רישיון אספקה החל משנת 2018|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|כמות מוכרת לבית הקבועה בחוק הינה 3.5 מ"ק לנפש לחודש.ברישיונות אספקה מצויינת כמות המים שעל הספק לספק לצרכניו.הנתונים המוצגים במאגר זה מתייחסים לכמות מוכרת משנת 2018 ואילך
264|0|basin|dataset|2023-03-22|רשימת אגנים הידרוגיאולוגיים|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת אגנים הידרוגיאולוגיים, המנוטרים על ידי השרות ההידרולוגי.
265|0|batei-esek|dataset|2023-03-24|סחר, יבוא וייצור מוצרי תעבורה|ministry_of_transport|No|Day|1|3|--|webmaster@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|מאגר בתי מסחר ומפעלים לחלקי חילוף, יבואני חלקי חילוף ואביזרים לרכב, יצרני מרכבים ויצרני גרורים.
266|0|beach|dataset|2022-08-28|חופים ותחנות הצלה|interior_affairs|No|NotConstant|1|5|--|drored@moin.gov.il|משרד הפנים|other-open|אחר (פתוח)|פירוט חופים ותחנות הצלה לפי מחוז, ים, וגוף מוניציפלי. כולל סוגי חופים ונתוני חופים - אורך, רוחב ונ.צ. לכל תחנה.
267|5|beer-sheva-municipality-budget-7|dataset|2023-03-06|תקציב עיריית באר-שבע|beer-sheva|No|Year|20|1|--|nati@br7.org.il|עיריית באר שבע|other-open|אחר (פתוח)|תקציב עיריית באר שבע, מספר חשבון, שם חשבון, מספר מחלקה, נתוני ביצוע והצעת תקציב.
268|0|beneficiary_recipients|dataset|2022-05-01|מקבלי הטבה לפי ספק|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|Other (Open)|בשנת 2012 החליטה ועדת הכספים של הכנסת על מתן כפל הטבה של הכמות המוכרת לפי תעריף מים נמוך. ההטבה ניתנת לזכאים המדווחים על ידי 3 גופים:1. ביטוח הלאומי2. משרד האוצר - ניצולי שואה3. משרד הביטחון.הוקמה מערכת ייעודית ממוחשבת לצורך ביצוע מתן ההטבה מול ספקי המים, כאשר אחת לחודש מתקבל מ-3 הגופים הנ"ל קובץ נתונים עדכני, אשר כולל את מספר הזכאים שמקבלים הטבה נכון לאותו חודש. מטרת המערכת לעדכן ולפצל מידי חודש, את רשימת הצרכנים הזכאים (שפרטיהם מתקבלים מהביטוח הלאומי, הרשות לניצולי השואה וממשרד הביטחון), בין כ-1000 ספקי מים, כדי שהספקים יאתרו את הצרכנים הזכאים שבתחומם.הדוח המוצג כאן מפרט את מספר הזכאים לכל ספק מים, נכון ליום הפקת הדוח, בהתאם לגוף בו הוא רשום כמקבל הטבה. ספקי המים נדרשים לעדכן את נתוני הזכאות במערכות המידע שלהם, לספק את ההטבה באופן שוטף לצרכנים הזכאים ולדווח במערכת הייעודית את הכמויות שסופקו לזכאים.
269|0|bgv|dataset|2020-06-11|תצלום אויר 2015 2 מטר - גליון בית גוברין|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
274|0|bike_mahirlair|dataset|2023-02-20|אופניים - מהיר לעיר|ministry_of_transport|No|NotConstant|4|5|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|שבילי אופניים במסגרת פרויקט מהיר לעיר (נתיבי העדפה).
276|2|bike_net_tlv|dataset|2022-06-02|רשת רכיבה מחוז תל אביב|ministry_of_transport|Yes|NA|5|5|--|geo@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|רשת מתוכננת לרכיבה על כלי רכב לא ממונעים (אופניים, קורקינט וכו) עבור מחוז תל אביב
277|2|bilateral-communications-agreements|dataset|2020-07-09|הסכמי תקשורת בילטרליים עם מדינות|tikshoret|No|NA|5|3||vizanm@moc.gov.il|משרד התקשורת|cc-by|Creative Commons Attribution|אמנות אלו מכילות התחייבויות כלליות בתחום הבזק והדואר האמנה הדו-צדדית משמשת בסיס להתפתחות היחסים ושיתוף הפעולה בתחום הבזק בין ישראל למדינה עימה נכרתה האמנה תוכן האמנות מסוג זה הינו לרוב הצהרתי הסוגיות המוסדרות באמנה אינן בגדר "רשימה סגורה", וניתן להוסיף על האמנה ולפרט בה נושאים.
278|0|bod|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון בארות עודד|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
279|2|bor|dataset|2020-07-09|תצלום אויר 2015 2 מטר - גליון באר אורה|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
280|1|bor_depth|dataset|2023-01-01|עומק בקידוחים|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|עומק בקידוחים.
281|4|borehole_level|dataset|2023-02-12|מפלסי קידוחים|water_authority|No|Year|2|7|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|בסיס הנתונים של המפלסים מתאר את המפלסים בקידוחי מי התהום. יש לקחת בחשבון את זמן ההפסקה לפי ביצוע המדידה ולהתייחס בערבון מוגבל למדידות, בהן זמן ההפסקה הוא פחות מ-15 שעות.
282|1|borehole_quality_history|dataset|2023-03-01|הסטוריית נתוני איכות מים בקידוחים|water_authority|No|Year|9|7|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|מאגר המידע מכיל את כלל הנתונים ההיסטוריים של איכות המים בקידוחי הפקה וניטור (למעט קידוחי ניטור תעשייה). מקור המידע הוא בבדיקות בקידוחי הפקה על פי הנחיות משרד הבריאות, סקרים של רשות המים ובדיקות מזהמים המבוצעות בקידוחי ניטור על פי הנחיות רשות המים.
283|5|borehole_refpoint|dataset|2023-01-01|נקודת יחס אחרונה בקידוחים|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|נקודת יחס אחרונה בקידוחים
284|4|boreholes|dataset|2023-01-09|קידוחי רשות המים|water_authority|No|Year|1|5|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|other-open|אחר (פתוח)|רשימת הקידוחים השונים שחטיבת אסדרה מנהלת, נותנת רישוי, מפקחת ומסדירה הפקה. רשימה זו מתעדכנת מדי שנה.
285|3|borehole_wq_params|dataset|2023-02-01|נתוני איכות מים בקידוחים|water_authority|No|NotConstant|1|7|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|מאגר המידע מכיל נתוני איכות מים על פי ריכוז אחרון שנמדד לכל פרמטר משנת 2007 ואילך.הקובץ נתוני איכות מים בקידוחים מכיל נתונים של קבוצות הפרמטרים הבאות: כלוריד וחנקה, חומרי הדברה, מתכות וחומרים אורגנים.מקור המידע הוא בבדיקות בקידוחי הפקה על פי הנחיות משרד הבריאות, סקרים של רשות המים ובדיקות מזהמים המבוצעות בקידוחי ניטור על פי הנחיות רשות המים.
286|0|bor_perfor|dataset|2023-02-12|רשימת מסננות בקידוחים|water_authority|No|Year|1|6|--|Inf_datagov@water.gov.il|הרשות הממשלתית למים ולביוב|cc-by|Creative Commons Attribution|רשימת עומקי המסננות בקידוחים.
287|0|bqt|dataset|2020-06-11|תצלום אויר 2015 2 מטר - גליון בקעות|israel_mapping_center|No|NA|1|0|--|yaron@mapi.gov.il|המרכז למיפוי ישראל|||1.תאריך עדכון: 01/11/17 2.השימוש בנתונים באחריות המשתמש בלבד.3.הנתונים מתעדכנים מעת לעת, ולכן בדיקת עדכניותם היא באחריות המשתמש.
289|0|branches|dataset|2023-03-24|סניפים של בנקים|bank_israel|No|Day|4|1|--|support@boi.gov.il|בנק ישראל|other-open|אחר (פתוח)|סניפים של בנקים
290|0|britzugiyut|dataset|2022-11-15|מרשם ברית הזוגיות|ministry_of_justice|No|NotConstant|1|3|--|datagov_support@justice.gov.il|משרד המשפטים|cc-by|Creative Commons Attribution|רישום במרשם ברית הזוגיות, בהתאם לחוק ברית הזוגיות לחסרי דת, תשע-2010 , נועד להעניק אישור חוקי המקביל לרישום במרשם נישואין, לבני זוג חסרי דת.עיקר התנאים לרישום במרשם ברית הזוגיות:1. שני בני הזוג חסרי דת.2. שני בני הזוג הינם אזרחי או לתושבי ישראל שמלאו להם 18 שנים3. שני בני הזוג  שהו בישראל במהלך 5 השנים האחרונות לתקופה של לפחות 3 שנים 4. בני הזוג אינם קרובי משפחה כהגדרת החוק5. בני הזוג  אינם נשואים זה לזו ואף אינם רשומים במרשם האוכלוסין כנשואים זה לזו6. בני הזוג אינם נשואים לאחרים ואף אינם רשומים כנשואים לאחרים במרשם האוכלוסין  או במרשם דומה במדינה אחרתבמקרה של פסולי דין או מי שמונו להם אפוטרופוס, בית המשפט אישר שהם מודעים להסכמתם להיכנס בברית הזוגיות.
291|2|brt_line|dataset|2022-07-06|קווי אוטובוסים מהירים BRT|ministry_of_transport|No|NA|4|6|--|pinusi@mot.gov.il|משרד התחבורה והבטיחות בדרכים|cc-by|Creative Commons Attribution|קווי אוטובוסים מהירים - BRT במטרופולין תל אביב.
